"Vuosineljännes";"Postinumero";"Huoneluku";"Lukumäärä";"Neliövuokra (eur/m2)"
"2015Q1";"02700 Kauniainen   (Kauniainen )";"Yksiöt";52;20.60
"2015Q1";"02700 Kauniainen   (Kauniainen )";"Kaksiot";.;.
"2015Q1";"02700 Kauniainen   (Kauniainen )";"Kolmiot+";.;.
"2015Q1";"02710 Viherlaakso   (Espoo )";"Yksiöt";36;18.40
"2015Q1";"02710 Viherlaakso   (Espoo )";"Kaksiot";.;.
"2015Q1";"02710 Viherlaakso   (Espoo )";"Kolmiot+";.;.
"2015Q1";"02720 Lähderanta   (Espoo )";"Yksiöt";53;20.03
"2015Q1";"02720 Lähderanta   (Espoo )";"Kaksiot";.;.
"2015Q1";"02720 Lähderanta   (Espoo )";"Kolmiot+";.;.
"2015Q1";"02750 Sepänkylä-Kuurinniitty   (Espoo )";"Yksiöt";.;.
"2015Q1";"02750 Sepänkylä-Kuurinniitty   (Espoo )";"Kaksiot";.;.
"2015Q1";"02750 Sepänkylä-Kuurinniitty   (Espoo )";"Kolmiot+";.;.
"2015Q1";"02760 Tuomarila-Suvela   (Espoo )";"Yksiöt";79;17.62
"2015Q1";"02760 Tuomarila-Suvela   (Espoo )";"Kaksiot";.;.
"2015Q1";"02760 Tuomarila-Suvela   (Espoo )";"Kolmiot+";.;.
"2015Q1";"02770 Espoon Keskus   (Espoo )";"Yksiöt";44;19.31
"2015Q1";"02770 Espoon Keskus   (Espoo )";"Kaksiot";.;.
"2015Q1";"02770 Espoon Keskus   (Espoo )";"Kolmiot+";.;.
"2015Q1";"02780 Kauklahti   (Espoo )";"Yksiöt";.;.
"2015Q1";"02780 Kauklahti   (Espoo )";"Kaksiot";.;.
"2015Q1";"02780 Kauklahti   (Espoo )";"Kolmiot+";.;.
"2015Q1";"02940 Lippajärvi-Järvenperä   (Espoo )";"Yksiöt";.;.
"2015Q1";"02940 Lippajärvi-Järvenperä   (Espoo )";"Kaksiot";.;.
"2015Q1";"02940 Lippajärvi-Järvenperä   (Espoo )";"Kolmiot+";.;.
"2015Q1";"03100 Nummela   (Vihti )";"Yksiöt";80;15.27
"2015Q1";"03100 Nummela   (Vihti )";"Kaksiot";92;12.58
"2015Q1";"03100 Nummela   (Vihti )";"Kolmiot+";32;11.72
"2015Q1";"03400 Vihti Kirkonkylä   (Vihti )";"Yksiöt";.;.
"2015Q1";"03400 Vihti Kirkonkylä   (Vihti )";"Kaksiot";.;.
"2015Q1";"03400 Vihti Kirkonkylä   (Vihti )";"Kolmiot+";.;.
"2015Q1";"03600 Karkkila Keskus   (Karkkila )";"Yksiöt";52;13.12
"2015Q1";"03600 Karkkila Keskus   (Karkkila )";"Kaksiot";36;10.66
"2015Q1";"03600 Karkkila Keskus   (Karkkila )";"Kolmiot+";.;.
"2015Q1";"04130 Sipoo   (Sipoo )";"Yksiöt";.;.
"2015Q1";"04130 Sipoo   (Sipoo )";"Kaksiot";.;.
"2015Q1";"04130 Sipoo   (Sipoo )";"Kolmiot+";.;.
"2015Q1";"04200 Kerava Keskus   (Kerava )";"Yksiöt";133;17.35
"2015Q1";"04200 Kerava Keskus   (Kerava )";"Kaksiot";167;13.30
"2015Q1";"04200 Kerava Keskus   (Kerava )";"Kolmiot+";.;.
"2015Q1";"04220 Ahjo-Kaskela   (Kerava )";"Yksiöt";.;.
"2015Q1";"04220 Ahjo-Kaskela   (Kerava )";"Kaksiot";.;.
"2015Q1";"04220 Ahjo-Kaskela   (Kerava )";"Kolmiot+";.;.
"2015Q1";"04230 Pihkaniitty   (Kerava )";"Yksiöt";36;17.30
"2015Q1";"04230 Pihkaniitty   (Kerava )";"Kaksiot";49;12.52
"2015Q1";"04230 Pihkaniitty   (Kerava )";"Kolmiot+";.;.
"2015Q1";"04250 Alikerava   (Kerava )";"Yksiöt";.;.
"2015Q1";"04250 Alikerava   (Kerava )";"Kaksiot";.;.
"2015Q1";"04250 Alikerava   (Kerava )";"Kolmiot+";.;.
"2015Q1";"04260 Savio   (Kerava )";"Yksiöt";70;16.66
"2015Q1";"04260 Savio   (Kerava )";"Kaksiot";.;.
"2015Q1";"04260 Savio   (Kerava )";"Kolmiot+";.;.
"2015Q1";"04300 Hyrylä   (Tuusula )";"Yksiöt";31;16.50
"2015Q1";"04300 Hyrylä   (Tuusula )";"Kaksiot";65;12.44
"2015Q1";"04300 Hyrylä   (Tuusula )";"Kolmiot+";.;.
"2015Q1";"04320 Riihikallio   (Tuusula )";"Yksiöt";.;.
"2015Q1";"04320 Riihikallio   (Tuusula )";"Kaksiot";.;.
"2015Q1";"04320 Riihikallio   (Tuusula )";"Kolmiot+";28;12.30
"2015Q1";"04400 Loutti   (Järvenpää )";"Yksiöt";145;16.79
"2015Q1";"04400 Loutti   (Järvenpää )";"Kaksiot";187;12.35
"2015Q1";"04400 Loutti   (Järvenpää )";"Kolmiot+";62;11.39
"2015Q1";"04410 Järvenpää Keskus   (Järvenpää )";"Yksiöt";53;18.29
"2015Q1";"04410 Järvenpää Keskus   (Järvenpää )";"Kaksiot";52;13.76
"2015Q1";"04410 Järvenpää Keskus   (Järvenpää )";"Kolmiot+";22;14.58
"2015Q1";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Yksiöt";.;.
"2015Q1";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Kaksiot";.;.
"2015Q1";"04430 Kinnari-Mikonkorpi   (Järvenpää )";"Kolmiot+";.;.
"2015Q1";"04440 Jamppa   (Järvenpää )";"Yksiöt";42;15.22
"2015Q1";"04440 Jamppa   (Järvenpää )";"Kaksiot";77;11.57
"2015Q1";"04440 Jamppa   (Järvenpää )";"Kolmiot+";.;.
"2015Q1";"04600 Mäntsälä Keskus   (Mäntsälä )";"Yksiöt";.;.
"2015Q1";"04600 Mäntsälä Keskus   (Mäntsälä )";"Kaksiot";43;11.79
"2015Q1";"04600 Mäntsälä Keskus   (Mäntsälä )";"Kolmiot+";.;.
"2015Q1";"05200 Rajamäki   (Nurmijärvi )";"Yksiöt";.;.
"2015Q1";"05200 Rajamäki   (Nurmijärvi )";"Kaksiot";.;.
"2015Q1";"05200 Rajamäki   (Nurmijärvi )";"Kolmiot+";.;.
"2015Q1";"05400 Jokela   (Tuusula )";"Yksiöt";.;.
"2015Q1";"05400 Jokela   (Tuusula )";"Kaksiot";.;.
"2015Q1";"05400 Jokela   (Tuusula )";"Kolmiot+";.;.
"2015Q1";"05800 Hyvinkää Keskus   (Hyvinkää )";"Yksiöt";129;16.18
"2015Q1";"05800 Hyvinkää Keskus   (Hyvinkää )";"Kaksiot";146;12.41
"2015Q1";"05800 Hyvinkää Keskus   (Hyvinkää )";"Kolmiot+";35;12.57
"2015Q1";"05820 Mustamännistö   (Hyvinkää )";"Yksiöt";.;.
"2015Q1";"05820 Mustamännistö   (Hyvinkää )";"Kaksiot";.;.
"2015Q1";"05820 Mustamännistö   (Hyvinkää )";"Kolmiot+";.;.
"2015Q1";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Yksiöt";84;16.40
"2015Q1";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Kaksiot";41;11.67
"2015Q1";"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )";"Kolmiot+";.;.
"2015Q1";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Yksiöt";.;.
"2015Q1";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Kaksiot";.;.
"2015Q1";"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )";"Kolmiot+";.;.
"2015Q1";"05880 Paavola-Vaivero   (Hyvinkää )";"Yksiöt";28;14.16
"2015Q1";"05880 Paavola-Vaivero   (Hyvinkää )";"Kaksiot";.;.
"2015Q1";"05880 Paavola-Vaivero   (Hyvinkää )";"Kolmiot+";.;.
"2015Q1";"05900 Vieremä   (Hyvinkää )";"Yksiöt";33;15.08
"2015Q1";"05900 Vieremä   (Hyvinkää )";"Kaksiot";26;11.45
"2015Q1";"05900 Vieremä   (Hyvinkää )";"Kolmiot+";.;.
"2015Q1";"06100 Porvoo Keskus   (Porvoo )";"Yksiöt";196;16.57
"2015Q1";"06100 Porvoo Keskus   (Porvoo )";"Kaksiot";134;10.93
"2015Q1";"06100 Porvoo Keskus   (Porvoo )";"Kolmiot+";35;11.17
"2015Q1";"06150 Kevätkumpu   (Porvoo )";"Yksiöt";38;15.55
"2015Q1";"06150 Kevätkumpu   (Porvoo )";"Kaksiot";.;.
"2015Q1";"06150 Kevätkumpu   (Porvoo )";"Kolmiot+";.;.
"2015Q1";"06400 Gammelbacka   (Porvoo )";"Yksiöt";.;.
"2015Q1";"06400 Gammelbacka   (Porvoo )";"Kaksiot";.;.
"2015Q1";"06400 Gammelbacka   (Porvoo )";"Kolmiot+";.;.
"2015Q1";"06450 Eestinmäki-Ernestas   (Porvoo )";"Yksiöt";.;.
"2015Q1";"06450 Eestinmäki-Ernestas   (Porvoo )";"Kaksiot";.;.
"2015Q1";"06450 Eestinmäki-Ernestas   (Porvoo )";"Kolmiot+";.;.
"2015Q1";"07900 Loviisa Keskus   (Loviisa )";"Yksiöt";36;12.09
"2015Q1";"07900 Loviisa Keskus   (Loviisa )";"Kaksiot";23;9.62
"2015Q1";"07900 Loviisa Keskus   (Loviisa )";"Kolmiot+";.;.
"2015Q1";"08100 Lohja Keskus   (Lohja )";"Yksiöt";75;14.71
"2015Q1";"08100 Lohja Keskus   (Lohja )";"Kaksiot";61;10.68
"2015Q1";"08100 Lohja Keskus   (Lohja )";"Kolmiot+";.;.
"2015Q1";"08150 Keskilohja   (Lohja )";"Yksiöt";.;.
"2015Q1";"08150 Keskilohja   (Lohja )";"Kaksiot";.;.
"2015Q1";"08150 Keskilohja   (Lohja )";"Kolmiot+";.;.
"2015Q1";"08200 Ojamo   (Lohja )";"Yksiöt";.;.
"2015Q1";"08200 Ojamo   (Lohja )";"Kaksiot";20;10.97
"2015Q1";"08200 Ojamo   (Lohja )";"Kolmiot+";21;10.36
"2015Q1";"08350 Routio   (Lohja )";"Yksiöt";.;.
"2015Q1";"08350 Routio   (Lohja )";"Kaksiot";.;.
"2015Q1";"08350 Routio   (Lohja )";"Kolmiot+";.;.
"2015Q1";"08700 Virkkala   (Lohja )";"Yksiöt";21;13.61
"2015Q1";"08700 Virkkala   (Lohja )";"Kaksiot";22;10.66
"2015Q1";"08700 Virkkala   (Lohja )";"Kolmiot+";.;.
"2015Q1";"10300 Karjaa Keskus   (Raasepori )";"Yksiöt";32;12.59
"2015Q1";"10300 Karjaa Keskus   (Raasepori )";"Kaksiot";41;10.25
"2015Q1";"10300 Karjaa Keskus   (Raasepori )";"Kolmiot+";.;.
"2015Q1";"10600 Tammisaari Keskus   (Raasepori )";"Yksiöt";60;13.05
"2015Q1";"10600 Tammisaari Keskus   (Raasepori )";"Kaksiot";53;10.45
"2015Q1";"10600 Tammisaari Keskus   (Raasepori )";"Kolmiot+";.;.
"2015Q1";"10650 Flyet   (Raasepori )";"Yksiöt";31;12.71
"2015Q1";"10650 Flyet   (Raasepori )";"Kaksiot";25;10.13
"2015Q1";"10650 Flyet   (Raasepori )";"Kolmiot+";.;.
"2015Q1";"10900 Hanko Keskus   (Hanko )";"Yksiöt";.;.
"2015Q1";"10900 Hanko Keskus   (Hanko )";"Kaksiot";22;10.68
"2015Q1";"10900 Hanko Keskus   (Hanko )";"Kolmiot+";.;.
"2015Q1";"11100 Riihimäki Keskus   (Riihimäki )";"Yksiöt";160;14.48
"2015Q1";"11100 Riihimäki Keskus   (Riihimäki )";"Kaksiot";97;10.48
"2015Q1";"11100 Riihimäki Keskus   (Riihimäki )";"Kolmiot+";26;10.35
"2015Q1";"11120 Pohjois-Riihimäki   (Riihimäki )";"Yksiöt";.;.
"2015Q1";"11120 Pohjois-Riihimäki   (Riihimäki )";"Kaksiot";.;.
"2015Q1";"11120 Pohjois-Riihimäki   (Riihimäki )";"Kolmiot+";.;.
"2015Q1";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Yksiöt";92;13.60
"2015Q1";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Kaksiot";53;10.91
"2015Q1";"11130 Peltosaari-Patastenmäki   (Riihimäki )";"Kolmiot+";37;10.53
"2015Q1";"12400 Tervakoski   (Janakkala )";"Yksiöt";.;.
"2015Q1";"12400 Tervakoski   (Janakkala )";"Kaksiot";.;.
"2015Q1";"12400 Tervakoski   (Janakkala )";"Kolmiot+";.;.
"2015Q1";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Yksiöt";228;15.60
"2015Q1";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Kaksiot";188;12.24
"2015Q1";"13100 Hämeenlinna Keskus   (Hämeenlinna )";"Kolmiot+";52;11.64
"2015Q1";"13130 Kauriala   (Hämeenlinna )";"Yksiöt";84;15.36
"2015Q1";"13130 Kauriala   (Hämeenlinna )";"Kaksiot";70;11.49
"2015Q1";"13130 Kauriala   (Hämeenlinna )";"Kolmiot+";.;.
"2015Q1";"13200 Keinusaari   (Hämeenlinna )";"Yksiöt";39;15.82
"2015Q1";"13200 Keinusaari   (Hämeenlinna )";"Kaksiot";41;13.21
"2015Q1";"13200 Keinusaari   (Hämeenlinna )";"Kolmiot+";.;.
"2015Q1";"13210 Hätilä   (Hämeenlinna )";"Yksiöt";66;14.66
"2015Q1";"13210 Hätilä   (Hämeenlinna )";"Kaksiot";80;11.54
"2015Q1";"13210 Hätilä   (Hämeenlinna )";"Kolmiot+";32;11.23
"2015Q1";"13250 Katuma   (Hämeenlinna )";"Yksiöt";37;13.41
"2015Q1";"13250 Katuma   (Hämeenlinna )";"Kaksiot";.;.
"2015Q1";"13250 Katuma   (Hämeenlinna )";"Kolmiot+";.;.
"2015Q1";"13500 Jukola   (Hattula )";"Yksiöt";36;14.60
"2015Q1";"13500 Jukola   (Hattula )";"Kaksiot";46;13.43
"2015Q1";"13500 Jukola   (Hattula )";"Kolmiot+";30;10.86
"2015Q1";"13600 Ojoinen   (Hämeenlinna )";"Yksiöt";39;14.09
"2015Q1";"13600 Ojoinen   (Hämeenlinna )";"Kaksiot";38;12.07
"2015Q1";"13600 Ojoinen   (Hämeenlinna )";"Kolmiot+";.;.
"2015Q1";"14200 Turenki   (Janakkala )";"Yksiöt";29;11.67
"2015Q1";"14200 Turenki   (Janakkala )";"Kaksiot";26;10.07
"2015Q1";"14200 Turenki   (Janakkala )";"Kolmiot+";.;.
"2015Q1";"15100 Lahti Asemanseutu   (Lahti )";"Yksiöt";157;15.69
"2015Q1";"15100 Lahti Asemanseutu   (Lahti )";"Kaksiot";111;11.68
"2015Q1";"15100 Lahti Asemanseutu   (Lahti )";"Kolmiot+";30;10.98
"2015Q1";"15110 Keski-Lahti   (Lahti )";"Yksiöt";178;15.89
"2015Q1";"15110 Keski-Lahti   (Lahti )";"Kaksiot";111;11.32
"2015Q1";"15110 Keski-Lahti   (Lahti )";"Kolmiot+";35;10.70
"2015Q1";"15140 Kartano-Paavola   (Lahti )";"Yksiöt";340;15.65
"2015Q1";"15140 Kartano-Paavola   (Lahti )";"Kaksiot";242;11.91
"2015Q1";"15140 Kartano-Paavola   (Lahti )";"Kolmiot+";59;10.47
"2015Q1";"15150 Möysä   (Lahti )";"Yksiöt";130;15.23
"2015Q1";"15150 Möysä   (Lahti )";"Kaksiot";103;10.75
"2015Q1";"15150 Möysä   (Lahti )";"Kolmiot+";21;10.21
"2015Q1";"15170 Tenava-Tonttila   (Lahti )";"Yksiöt";93;14.13
"2015Q1";"15170 Tenava-Tonttila   (Lahti )";"Kaksiot";139;11.24
"2015Q1";"15170 Tenava-Tonttila   (Lahti )";"Kolmiot+";46;10.82
"2015Q1";"15200 Kiveriö   (Lahti )";"Yksiöt";78;14.47
"2015Q1";"15200 Kiveriö   (Lahti )";"Kaksiot";68;10.50
"2015Q1";"15200 Kiveriö   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15210 Kivistönmäki   (Lahti )";"Yksiöt";75;14.07
"2015Q1";"15210 Kivistönmäki   (Lahti )";"Kaksiot";68;10.33
"2015Q1";"15210 Kivistönmäki   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15240 Mukkula   (Lahti )";"Yksiöt";83;13.74
"2015Q1";"15240 Mukkula   (Lahti )";"Kaksiot";83;10.35
"2015Q1";"15240 Mukkula   (Lahti )";"Kolmiot+";27;10.25
"2015Q1";"15300 Myllypohja-Koiskala   (Lahti )";"Yksiöt";20;13.06
"2015Q1";"15300 Myllypohja-Koiskala   (Lahti )";"Kaksiot";30;10.67
"2015Q1";"15300 Myllypohja-Koiskala   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15320 Ahtiala   (Lahti )";"Yksiöt";.;.
"2015Q1";"15320 Ahtiala   (Lahti )";"Kaksiot";.;.
"2015Q1";"15320 Ahtiala   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15500 Liipola   (Lahti )";"Yksiöt";77;12.92
"2015Q1";"15500 Liipola   (Lahti )";"Kaksiot";178;10.94
"2015Q1";"15500 Liipola   (Lahti )";"Kolmiot+";66;10.05
"2015Q1";"15520 Saksala   (Lahti )";"Yksiöt";31;13.55
"2015Q1";"15520 Saksala   (Lahti )";"Kaksiot";63;11.82
"2015Q1";"15520 Saksala   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15550 Rakokivi   (Lahti )";"Yksiöt";.;.
"2015Q1";"15550 Rakokivi   (Lahti )";"Kaksiot";.;.
"2015Q1";"15550 Rakokivi   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15560 Nastola kk   (Lahti )";"Yksiöt";20;11.63
"2015Q1";"15560 Nastola kk   (Lahti )";"Kaksiot";23;9.19
"2015Q1";"15560 Nastola kk   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15610 Laune-Nikkilä   (Lahti )";"Yksiöt";23;15.31
"2015Q1";"15610 Laune-Nikkilä   (Lahti )";"Kaksiot";.;.
"2015Q1";"15610 Laune-Nikkilä   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15700 Hennala-Jokimaa   (Hollola )";"Yksiöt";63;14.24
"2015Q1";"15700 Hennala-Jokimaa   (Hollola )";"Kaksiot";104;11.18
"2015Q1";"15700 Hennala-Jokimaa   (Hollola )";"Kolmiot+";20;10.40
"2015Q1";"15800 Kärpänen   (Lahti )";"Yksiöt";108;14.38
"2015Q1";"15800 Kärpänen   (Lahti )";"Kaksiot";65;11.03
"2015Q1";"15800 Kärpänen   (Lahti )";"Kolmiot+";.;.
"2015Q1";"15830 Metsäkangas   (Lahti )";"Yksiöt";60;13.64
"2015Q1";"15830 Metsäkangas   (Lahti )";"Kaksiot";84;10.48
"2015Q1";"15830 Metsäkangas   (Lahti )";"Kolmiot+";20;9.93
"2015Q1";"15860 Kartano   (Hollola )";"Yksiöt";45;12.47
"2015Q1";"15860 Kartano   (Hollola )";"Kaksiot";40;9.94
"2015Q1";"15860 Kartano   (Hollola )";"Kolmiot+";22;11.56
"2015Q1";"15870 Salpakangas   (Hollola )";"Yksiöt";.;.
"2015Q1";"15870 Salpakangas   (Hollola )";"Kaksiot";39;11.67
"2015Q1";"15870 Salpakangas   (Hollola )";"Kolmiot+";.;.
"2015Q1";"15880 Soramäki   (Hollola )";"Yksiöt";.;.
"2015Q1";"15880 Soramäki   (Hollola )";"Kaksiot";.;.
"2015Q1";"15880 Soramäki   (Hollola )";"Kolmiot+";.;.
"2015Q1";"15950 Kiikkula   (Lahti )";"Yksiöt";30;14.97
"2015Q1";"15950 Kiikkula   (Lahti )";"Kaksiot";35;10.03
"2015Q1";"15950 Kiikkula   (Lahti )";"Kolmiot+";.;.
"2015Q1";"16300 Orimattila Keskus   (Orimattila )";"Yksiöt";61;12.04
"2015Q1";"16300 Orimattila Keskus   (Orimattila )";"Kaksiot";51;9.45
"2015Q1";"16300 Orimattila Keskus   (Orimattila )";"Kolmiot+";21;8.56
"2015Q1";"16600 Järvelä   (Kärkölä )";"Yksiöt";.;.
"2015Q1";"16600 Järvelä   (Kärkölä )";"Kaksiot";.;.
"2015Q1";"16600 Järvelä   (Kärkölä )";"Kolmiot+";.;.
"2015Q1";"16900 Lammi kk   (Hämeenlinna )";"Yksiöt";.;.
"2015Q1";"16900 Lammi kk   (Hämeenlinna )";"Kaksiot";.;.
"2015Q1";"16900 Lammi kk   (Hämeenlinna )";"Kolmiot+";.;.
"2015Q1";"17200 Vääksy Keskus   (Asikkala )";"Yksiöt";23;10.66
"2015Q1";"17200 Vääksy Keskus   (Asikkala )";"Kaksiot";26;9.18
"2015Q1";"17200 Vääksy Keskus   (Asikkala )";"Kolmiot+";.;.
"2015Q1";"18100 Heinola Keskus   (Heinola )";"Yksiöt";69;11.60
"2015Q1";"18100 Heinola Keskus   (Heinola )";"Kaksiot";49;9.42
"2015Q1";"18100 Heinola Keskus   (Heinola )";"Kolmiot+";20;9.07
"2015Q1";"18130 Tommola-Sahanniemi   (Heinola )";"Yksiöt";39;10.95
"2015Q1";"18130 Tommola-Sahanniemi   (Heinola )";"Kaksiot";40;8.50
"2015Q1";"18130 Tommola-Sahanniemi   (Heinola )";"Kolmiot+";.;.
"2015Q1";"18150 Jyränkö   (Heinola )";"Yksiöt";38;10.94
"2015Q1";"18150 Jyränkö   (Heinola )";"Kaksiot";26;9.19
"2015Q1";"18150 Jyränkö   (Heinola )";"Kolmiot+";20;9.77
"2015Q1";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Yksiöt";36;10.74
"2015Q1";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Kaksiot";26;8.08
"2015Q1";"18200 Kaakonlampi-Pyhätön   (Heinola )";"Kolmiot+";.;.
"2015Q1";"19650 Joutsa Keskus   (Joutsa )";"Yksiöt";20;9.99
"2015Q1";"19650 Joutsa Keskus   (Joutsa )";"Kaksiot";.;.
"2015Q1";"19650 Joutsa Keskus   (Joutsa )";"Kolmiot+";.;.
"2015Q1";"20100 Turku Keskus   (Turku )";"Yksiöt";1141;15.73
"2015Q1";"20100 Turku Keskus   (Turku )";"Kaksiot";685;10.97
"2015Q1";"20100 Turku Keskus   (Turku )";"Kolmiot+";160;9.73
"2015Q1";"20200 Iso-Heikkilä   (Turku )";"Yksiöt";73;14.31
"2015Q1";"20200 Iso-Heikkilä   (Turku )";"Kaksiot";25;8.89
"2015Q1";"20200 Iso-Heikkilä   (Turku )";"Kolmiot+";.;.
"2015Q1";"20210 Pahaniemi   (Turku )";"Yksiöt";44;13.09
"2015Q1";"20210 Pahaniemi   (Turku )";"Kaksiot";89;10.43
"2015Q1";"20210 Pahaniemi   (Turku )";"Kolmiot+";.;.
"2015Q1";"20240 Pansio-Perno   (Turku )";"Yksiöt";.;.
"2015Q1";"20240 Pansio-Perno   (Turku )";"Kaksiot";.;.
"2015Q1";"20240 Pansio-Perno   (Turku )";"Kolmiot+";29;10.39
"2015Q1";"20300 Pohjola-Kastu   (Turku )";"Yksiöt";71;14.56
"2015Q1";"20300 Pohjola-Kastu   (Turku )";"Kaksiot";60;9.41
"2015Q1";"20300 Pohjola-Kastu   (Turku )";"Kolmiot+";.;.
"2015Q1";"20320 Kuninkoja-Mälikkälä   (Turku )";"Yksiöt";170;13.55
"2015Q1";"20320 Kuninkoja-Mälikkälä   (Turku )";"Kaksiot";109;9.35
"2015Q1";"20320 Kuninkoja-Mälikkälä   (Turku )";"Kolmiot+";35;9.50
"2015Q1";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Yksiöt";141;13.23
"2015Q1";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Kaksiot";114;9.62
"2015Q1";"20360 Kärsämäki-Urusvuori-Halinen   (Turku )";"Kolmiot+";43;9.07
"2015Q1";"20460 Jäkärlä   (Turku )";"Yksiöt";.;.
"2015Q1";"20460 Jäkärlä   (Turku )";"Kaksiot";.;.
"2015Q1";"20460 Jäkärlä   (Turku )";"Kolmiot+";.;.
"2015Q1";"20500 Vesilinna   (Turku )";"Yksiöt";513;15.99
"2015Q1";"20500 Vesilinna   (Turku )";"Kaksiot";284;10.77
"2015Q1";"20500 Vesilinna   (Turku )";"Kolmiot+";63;10.90
"2015Q1";"20520 Kupittaa   (Turku )";"Yksiöt";200;16.47
"2015Q1";"20520 Kupittaa   (Turku )";"Kaksiot";143;11.23
"2015Q1";"20520 Kupittaa   (Turku )";"Kolmiot+";.;.
"2015Q1";"20540 Nummi-Ylioppilaskylä   (Turku )";"Yksiöt";97;13.69
"2015Q1";"20540 Nummi-Ylioppilaskylä   (Turku )";"Kaksiot";123;9.50
"2015Q1";"20540 Nummi-Ylioppilaskylä   (Turku )";"Kolmiot+";44;9.72
"2015Q1";"20610 Varissuo   (Turku )";"Yksiöt";166;13.40
"2015Q1";"20610 Varissuo   (Turku )";"Kaksiot";207;9.48
"2015Q1";"20610 Varissuo   (Turku )";"Kolmiot+";135;9.39
"2015Q1";"20700 Vartiovuori-Samppalinna   (Turku )";"Yksiöt";213;15.96
"2015Q1";"20700 Vartiovuori-Samppalinna   (Turku )";"Kaksiot";231;10.76
"2015Q1";"20700 Vartiovuori-Samppalinna   (Turku )";"Kolmiot+";31;9.70
"2015Q1";"20720 Vasaramäki   (Turku )";"Yksiöt";145;14.43
"2015Q1";"20720 Vasaramäki   (Turku )";"Kaksiot";80;9.20
"2015Q1";"20720 Vasaramäki   (Turku )";"Kolmiot+";26;8.75
"2015Q1";"20740 Ilpoinen-Harittu   (Turku )";"Yksiöt";69;13.77
"2015Q1";"20740 Ilpoinen-Harittu   (Turku )";"Kaksiot";60;9.29
"2015Q1";"20740 Ilpoinen-Harittu   (Turku )";"Kolmiot+";21;9.74
"2015Q1";"20750 Huhkola-Lauste-Vaala   (Turku )";"Yksiöt";39;12.41
"2015Q1";"20750 Huhkola-Lauste-Vaala   (Turku )";"Kaksiot";26;9.24
"2015Q1";"20750 Huhkola-Lauste-Vaala   (Turku )";"Kolmiot+";29;9.14
"2015Q1";"20760 Piispanristi   (Kaarina )";"Yksiöt";22;12.16
"2015Q1";"20760 Piispanristi   (Kaarina )";"Kaksiot";.;.
"2015Q1";"20760 Piispanristi   (Kaarina )";"Kolmiot+";.;.
"2015Q1";"20780 Kaarina Keskus   (Kaarina )";"Yksiöt";48;11.78
"2015Q1";"20780 Kaarina Keskus   (Kaarina )";"Kaksiot";94;10.12
"2015Q1";"20780 Kaarina Keskus   (Kaarina )";"Kolmiot+";.;.
"2015Q1";"20810 Martti-Korppolaismäki   (Turku )";"Yksiöt";288;15.34
"2015Q1";"20810 Martti-Korppolaismäki   (Turku )";"Kaksiot";216;11.02
"2015Q1";"20810 Martti-Korppolaismäki   (Turku )";"Kolmiot+";47;11.01
"2015Q1";"20880 Uittamo   (Turku )";"Yksiöt";79;13.76
"2015Q1";"20880 Uittamo   (Turku )";"Kaksiot";33;9.26
"2015Q1";"20880 Uittamo   (Turku )";"Kolmiot+";.;.
"2015Q1";"20900 Moikoinen-Pikisaari   (Turku )";"Yksiöt";.;.
"2015Q1";"20900 Moikoinen-Pikisaari   (Turku )";"Kaksiot";.;.
"2015Q1";"20900 Moikoinen-Pikisaari   (Turku )";"Kolmiot+";36;10.92
"2015Q1";"21100 Naantali Keskus   (Naantali )";"Yksiöt";50;12.54
"2015Q1";"21100 Naantali Keskus   (Naantali )";"Kaksiot";43;10.50
"2015Q1";"21100 Naantali Keskus   (Naantali )";"Kolmiot+";.;.
"2015Q1";"21110 Taimo-Nuhjala-Lietsala   (Naantali )";"Yksiöt";.;.
"2015Q1";"21110 Taimo-Nuhjala-Lietsala   (Naantali )";"Kaksiot";.;.
"2015Q1";"21110 Taimo-Nuhjala-Lietsala   (Naantali )";"Kolmiot+";.;.
